MaxT,MinT,WindSpeed,Humidity 
31.1,22.6,2.2,75.2
31.4,23.2,2.1,69.3
31.2,22.3,1.8,68
30.9,22.7,2.1,73.8
30.2,22.8,1.9,75.5
30.5,21,2.1,66.3
30.8,19.6,2.1,58.4
30.6,19.1,2.1,60.8
31.1,18.4,1.9,61.9
31.2,19,2.1,66.8
31.2,20.3,2.2,64.9
30.5,20.5,2.2,59.5
31.1,19.3,1.8,57.5
31.5,19.3,1.8,59.9
31,19.9,1.7,64.4
31.1,20.1,2,64.8
30.8,20.4,2.1,64.7
32,19.8,1.9,66.6
32.2,21,1.7,64.3
32.2,21.7,2,63.6
32.6,21,2.4,69.1
31.4,22.1,2.6,69.8
30.1,22.5,2.2,75.6
28.9,23.1,2.8,73.5
30.1,21.7,2.7,69.8
32.9,21.9,2,68.8
32.9,20.8,1.7,64
33.5,21.2,1.7,61.6
33.9,20.9,1.6,59.9
34.5,21.5,1.7,59.2
34.3,22.8,1.7,53.7
34.1,22.6,1.8,55.3
33.3,23.2,2,56
34.3,23,1.8,60.5
34.9,22.6,1.9,56.8
34.3,21.6,2,55.1
34.8,21.4,2.2,46.4
34.4,21.3,1.7,52.7
34,22.8,2,56.5
33.6,23.5,2.2,64.2
33.3,23.5,2,67.1
34.1,23.2,2,68.9
33.9,24.1,2.1,60.9
34.5,23.4,2.2,60.3
34.3,22.1,2.2,56.9
34.4,22.9,2.1,53.9
34,24.2,1.7,51.7
34.3,24.4,1.8,63.9
34.5,24,1.9,64.4
34,24.1,1.9,57.9
33.8,23.8,2,55.3
34.7,23.6,2.2,62.6
35.2,24.4,2,57.3
35.7,25.3,2.2,59.1
36,23.8,2.6,64.6
36.5,23.4,2.2,58.4
36.1,24.4,2.2,57.9
36.6,24.5,2,63.1
35.7,25,1.9,55.4
35.9,25.6,1.9,56.1
36.1,25.2,1.8,59.1
37.3,26.3,2.6,44.9
38,26.5,2.9,49.1
37.9,26.6,2.7,42.5
38.2,27.5,2.5,40.3
36.2,26.7,2.2,44.3
36.1,26.4,2.2,54.4
35.4,27,2.3,68.7
35.4,25.9,2.2,58.3
35.7,25.5,2.1,66.9
35.5,26.5,2,56
34.7,26,2.2,61.3
35,26.2,2.7,63.6
35.5,25.6,2.5,67.1
36.2,26.3,2,64.8
36.1,26,2.1,65
35.7,26.3,2.5,66.9
33.9,24.5,2.1,66
35.3,24.2,2.4,61.9
36.1,26.4,2.2,64.1
36.1,27.3,1.9,58.1
36.5,26.9,2.3,54.2
35.9,27.6,2.4,57.2
35.9,27,2.4,58.4
36.1,26.6,2.3,64.1
36.2,26.9,2.4,51.7
36.5,26.4,2,57.8
36.9,27.3,2.1,49.8
36.3,27.5,1.9,48.1
36.6,27.3,2.1,42
37,27,2,43.5
36.7,27,2,49.3
36.3,26.5,2.5,59.5
35.4,26.5,2.4,58.9
36.3,26.7,2.4,61.5
36.2,27,2.5,61.4
36.6,26.9,2,67.4
36.4,26.1,2.2,68
36.2,26.9,2.4,63.5
36.8,27.8,2.3,65.5
40.6,24.1,2.1,59.6
38,28,3.1,59.5
38,28,3.5,62.5
39,29,4.1,57
39,28,3.6,61.5
37,28,2.7,62.5
38,29,3.7,63
38,28,4.5,61
35,29,4.2,67.5
38,29,4.3,63
36,29,3.4,64
38,28,3.7,61
39,29,2.9,60
38,30,3.4,63.5
33,25,3.4,72.5
39,30,3.7,52
40,32,4.1,45
40,32,5.4,34.5
41,30,5.4,38
43,33,6.1,39
42,32,4.1,31
43,32,3.4,40
42,30,2.6,46
42,31,3.7,44.5
41,30,2.2,48.5
38,26,2.9,56
37,29,3.2,62
38,29,3.3,60.5
37,29,3,60
38,29,3,59
39,27,3.3,54.5
38,29,3.1,56
28,23,2.8,75.5
31,24,5,74
28,24,6.3,86
27,24,5.9,82
25,22,4.7,90.5
26,25,4,87
27,19,3.8,87
32,26,5.8,68.5
34,27,5.2,59.5
32,28,4.9,65
31,24,2.8,74.5
35,28,3.2,59
35,28,3.6,55.5
37,29,3.3,54
37,28,3.8,56.5
34,26,4.8,63.5
31,27,4.7,63.5
30,27,4.5,67
35,24,3.9,60.5
36,28,4.2,60
35,29,3.5,64
35,27,3.3,71.5
28,22,4.3,80
28,25,3.2,84
29,22,3.5,80
27,25,2.6,84.5
32,18,4.7,75.5
35,28,3.2,63
36,29,2.4,64.5
27,25,4,87.5
32,24,4.3,75
29,25,4.7,83.5
31,26,2.4,78
30,27,1.5,80
29,26,1.5,86
27,25,2.1,89.5
32,26,2.4,72.5
32,26,2,72
33,27,2.2,70
34,28,3,70
33,27,3,76.5
29,26,6.4,77
28,24,6.4,84.5
24,19,7.2,93.5
26,18,5.5,87
32,24,4.5,76
32,26,4.2,73
32,27,4.7,69
33,27,5.3,63.5
31,27,5.5,64
31,28,5.4,65.5
32,27,5,64.5
35,27,4.6,61
34,27,4.3,61
33,28,4.9,60.5
33,28,4.8,61
33,28,4.4,60
33,28,4.5,61
34,28,4.3,59.5
35,29,4.1,57.5
35,28,3.4,59
36,28,2.9,57.5
36,29,3.4,57.5
35,28,4.3,61.5
36,28,3.8,60.5
34,28,2.4,67
34,24,3.1,73
33,27,3.6,71
27,21,5.4,89
24,19,4.5,94
30,25,3.7,81.5
30,25,3.3,79.5
29,25,2.9,84
29,24,3.4,86
31,26,2,77.5
32,26,2.2,78
32,26,2.4,77.5
33,26,2.6,74.5
34,26,2.9,73
33,26,3.5,73
31,26,2.7,80
34,26,2.2,72.5
31,25,2.5,81.5
29,24,2.6,87.5
31,24,2.1,83
33,25,1.9,76.5
34,25,1.5,76.5
32,25,3,82
30,25,3.6,86.5
28,24,4.3,92
27,24,5.2,93
30,23,2.8,81
31,25,4,81
31,25,4,78.5
25,24,4.7,95
26,24,3.2,93.5
28,24,3.3,90
30,25,4.3,86
32,25,2.2,79.5
30,25,2.5,78.5
32,25,2.9,74
34,25,2.4,72.5
32,25,2.6,79
33,24,2.5,77.5
32,25,2.9,78
32,24,3.2,78
32,25,2.1,80.5
31,25,1.7,83.5
29,25,1.5,87.5
28,25,1.3,90.5
29,24,1.5,89.5
32,24,1.6,78.5
32,25,2.1,76.5
32,25,2.5,78
32,25,2.1,82
32,25,1.8,81.5
35,25,1.1,77
34,25,1.1,77.5
33,25,2.1,78.5
32,25,3.2,82.5
32,25,2,81.5
34,25,1.5,78
34,25,0.9,77.5
33,25,1.5,79.5
32,25,1.6,77
33,25,1.3,74
33,24,1.2,76.5
33,25,1.7,77.5
33,26,1.5,75.5
32,25,1.9,80
33,25,1.2,75.5
31,24,1.9,83.5
34,25,3.9,74
33,24,3.1,71.5
32,25,1.6,78
34,24,1.6,76.5
32,25,1.5,78.5
34,24,2.3,76.5
32,23,2,73.5
31,23,2.5,75
31,23,2.8,69
31,23,2.7,71
26,24,3.6,84.5
31,24,3.6,82
32,24,2.6,78.5
30,24,3.1,82
26,24,3.3,91.5
28,23,3.1,87.5
29,23,3.1,84
30,22,3.9,81
28,23,3.3,86.5
28,23,3.1,83.5
32,21,2.6,71
32,21,2.2,68.5
29,21,2.9,70
24,22,4.7,84
28,22,4.5,87
28,23,3.4,87
29,23,3.5,86.5
30,24,4.1,83.5
30,24,4.6,82
30,24,4.7,82
26,23,3.7,85
23,22,4,89.5
29,23,5.3,84.5
30,24,3.2,82
33,24,2.4,78.5
31,24,2,80
30,24,3.3,79.5
30,23,3.3,78
33,22,3,75
30,22,3.5,74
24,19,3.8,86
26,21,3.4,87.5
29,21,2.9,76
29,21,3.3,67.5
31,20,2.3,65.5
32,20,1.7,62.5
30,19,2.6,66
31,21,1.5,71.5
34,23,1.6,70.5
31,23,2.2,75.5
30,23,4.5,75.5
26,22,4.2,82
29,20,3.3,75
30,22,3.3,74
30,22,3.8,72.5
29,21,3.7,71
29,20,3.5,66
28,20,2.7,64.5
29,19,2.2,63.5
32,18,1.8,60.5
32,18,1.7,57.5
32,18,1.9,56.5
31,18,1.7,61
31,18,1.3,64.5
32,17,1.2,56.5
32,17,1.1,59
32,17,1.2,64
33,18,1.4,66.5
33,19,1.6,66.5
30,19,1.9,70.5
29,19,2.8,73.5
30,19,2.9,71.5
30,19,4.4,72.5
31,18,3.8,72
32,19,3.4,70
32,19,2.7,69.5
33,19,2.5,68.5
32,18,2.2,67
32,18,2.4,67
31,18,2.8,70
32,18,3.5,68.5
32,17,2.9,68.5
32,17,2.7,68.5
33,17,2.7,68.5
30,18,3,71
30,19,3.1,72.5
29,19,3.4,76.5
28,19,3.6,79
28,20,3.8,79
31,19,3.9,76
29,19,3.5,73
32,19,1.9,68.5
31,18,1.4,68.5
32,18,1.4,66
32,18,2,69.5
33,18,1.6,66
30,19,3,70.5
29,20,2.2,79.5
33,20,1.9,66.5
33,20,1.5,63
34,18,1.5,58
33,19,2.1,63.5
33,18,1.8,63.5
33,16,1.7,58
34,17,1.4,59.5
35,17,1.6,58
35,17,1.7,59.5
33,18,2.7,66.5
31,18,2.9,69.5
35,19,1.3,63.5
35,19,2.4,63.5
34,18,2,63.5
35,18,2,63
35,18,3.3,62.5
36,18,2.6,62.5
36,19,1.9,60.5
36,19,1.8,58
36,20,2.2,59
36,18,2.6,56
35,18,3.5,56
35,18,3.1,56.5
34,19,3.4,54
36,19,3.6,54.5
33,19,3.4,63
34,20,3.1,62.5
37,21,2.8,59.5
39,21,1.7,59.5
37,21,3.5,63.5
38,20,3,57
39,19,2.7,55
39,20,2.8,51.5
39,19,3.1,48
38,19,2.6,48
40,19,2.2,43.5
40,20,2.9,47
39,20,3.4,52
34,21,2.5,55
39,21,2.9,51.5
39,21,2.3,50
40,21,2.4,50
41,22,2.1,53.5
41,22,1.8,49
42,22,2.2,49.5
42,21,2,47
41,21,2.3,48
42,22,1.9,43.5
42,23,2.1,43
44,22,2.2,45
42,22,2.5,49
42,23,3.2,55
40,23,3.9,57
39,23,3.8,58
41,24,3.3,57.5
42,25,2.5,59.5
41,26,2.4,60.5
42,25,3.6,60.5
40,25,3.8,61
40,24,3.6,60.5
42,25,3.1,60.5
40,25,3.2,60
42,26,3.7,59
42,25,3.8,61
43,25,3.4,60.5
41,25,3.8,63
41,25,3.9,61
41,25,3.8,58.5
41,25,3.8,60
41,25,3.8,61.5
41,25,3.8,61.5
41,25,3.5,56.5
42,24,3.1,56.5
41,24,3.5,57
41,25,3.4,61.5
42,26,3.3,59
42,27,3.6,55.5
43,27,3.6,56
42,27,4,58.5
40,27,3.5,59.5
42,26,3.3,58.5
41,28,3.1,56.5
43,28,3.1,58.5
43,28,3.5,56.5
43,27,3.5,60
43,27,3.6,58.5
41,27,3.9,59
42,26,3.6,57.5
42,26,3.5,58
44,27,3.4,57
44,27,3.7,53.5
43,27,3.7,57
43,27,3.6,57
44,27,3.6,58
45,27,3.4,55
46,27,3.4,54.5
45,27,3.1,56.5
44,28,4.1,59
43,28,3.6,54.5
40,27,3.2,58
41,27,3.3,56.5
46,28,3.5,49.5
43,28,2.6,53.5
40,28,2.6,56
40,28,2.9,59.5
41,28,3.4,50
41,29,3.8,56.5
38,27,1.8,68
34,26,3.3,73.5
42,27,2.4,64.5
40,28,3.1,62.5
38,29,3,64.5
40,28,3.4,60
41,28,2.6,59.5
43,28,2.3,59.5
37,28,3.1,65
40,26,5.5,57
46,30,5.8,37
46,31,5.9,33.5
47,31,4.5,38.5
46,30,3.7,47
44,26,2.5,54.5
41,27,3.7,52.5
46,29,3.2,41
47,30,4.4,44
45,31,4.2,43
41,28,4.3,46.5
46,30,2.6,45
48,31,4.8,40.5
46,30,4.7,44.5
45,29,3.3,52
45,28,3.8,55.5
43,28,3.9,57.5
44,29,3.5,47.5
48,29,4,46.5
48,30,6.4,38
43,32,5.2,39.5
44,30,3.9,45.5
41,29,4.2,46.5
39,29,4.5,54.5
42,30,3.5,40.5
40,29,3.3,50.5
37,29,2.7,59
37,28,2.9,60.5
36,28,2.8,64
37,27,3.2,65.5
28,25,1.9,87.5
27,25,3.3,85
28,25,2.3,87
29,25,1.9,79
27,25,2.3,86.5
30,25,3,79
32,25,2.7,76
33,26,3.2,68
31,28,3,64.5
34,27,3.4,63
36,28,3.4,61
37,28,4.2,58.5
35,29,4.6,60
36,29,4.4,60
36,26,5.1,63
35,27,4.1,64
29,25,4.8,81.5
28,25,4.7,86
27,25,5.6,86.5
28,24,5.7,81.5
26,24,7.2,85.5
29,24,6.3,77.5
30,25,6.6,76
30,25,6,70.5
29,24,4.9,76.5
32,24,5.6,70.5
32,26,4.2,71.5
26,25,5.9,87
27,25,4,86
32,23,3.6,76
34,26,2.6,71
35,28,3.7,67
34,25,4.6,71.5
33,26,4.5,73
31,25,4.1,77.5
33,25,3.4,73
34,26,1.9,69
34,27,2.1,72.5
35,26,1.7,71
35,27,2.1,71.5
34,27,2.4,73
35,27,2.1,71.5
34,27,1.7,71.5
35,27,1.7,71
34,26,2,72.5
30,25,1.9,81
34,26,1.7,72.5
30,25,3.2,81
29,25,4.6,85.5
25,24,7.3,90.5
31,25,5.8,75.5
31,24,4.7,75.5
32,25,4.2,75
32,26,3.7,74
32,26,4.4,75.5
24,24,7.9,94
29,24,4.1,84
33,24,1.9,74
34,26,2.4,70.5
34,26,3.6,71.5
30,26,4.2,79.5
30,26,4.4,80
32,24,4.3,78.5
33,25,3.6,73
33,25,3.1,73
34,26,3.1,68.5
34,25,2.8,70.5
34,26,2.9,70
35,27,3,68.5
35,26,2.3,72.5
33,26,3.8,75.5
33,26,5.5,76.5
35,25,2,73
35,25,2,71
34,26,2.7,74.5
34,26,1.8,74.5
35,26,1.9,73
35,26,2.4,74.5
34,25,2.4,70.5
34,26,1.3,76.5
27,24,1.7,91.5
26,24,7.7,93
28,24,4.3,91.5
30,24,4,86
30,24,4.3,83
31,24,3.4,77.5
32,25,3.3,78
29,25,2.6,84
32,25,3,77.5
32,25,3.5,76.5
32,25,4.1,76.5
27,25,3.9,87
26,24,3.9,91.5
31,24,4.5,81.5
31,24,3.4,78
31,24,3.6,78
33,25,3.7,74.5
36,25,3.2,71
34,25,1.9,73.5
33,25,1.3,78.5
33,25,1.5,79
31,25,1.5,84
33,25,1.7,78.5
32,24,1.7,81
32,24,3,78.5
34,25,2.8,72
26,24,1.9,93
29,25,3,89
30,24,3.4,86.5
30,23,3.2,86.5
28,24,2.1,89
28,24,3.2,89.5
27,23,4.1,91
30,24,2.7,86
31,24,1.8,81
32,24,1.2,79
32,24,1.3,80.5
31,24,2.2,82
30,24,2.8,84.5
31,24,2.1,83
31,24,1.3,82
31,24,2.5,82
30,24,3.4,79
30,23,3.5,82.5
31,23,2.2,79
33,22,2,72.5
32,21,2.9,71.5
33,21,2,68.5
31,21,1.9,71.5
31,22,1.9,73.5
31,23,1.5,70.5
31,22,2.1,69.5
32,21,2,67.5
30,21,2.7,74
27,22,1.8,76.5
25,22,1.3,84.5
30,24,1.9,80
31,23,2.6,77
29,23,3,81
33,22,2.4,69.5
33,21,2.1,67.5
33,21,2.4,69.5
32,21,2.6,71
30,21,3.1,69
27,22,3.7,71.5
30,22,3.1,66
30,22,3.1,67.5
33,22,2.2,66.5
33,21,1.6,64.5
33,20,1.3,62.5
33,20,1.6,61
32,20,2,58.5
30,20,1.5,57
28,21,2.2,58.5
25,21,2.1,69
30,22,3.1,67
32,22,3.1,71.5
32,22,2.3,74
31,23,2.2,75
31,22,1.7,72
32,21,1.6,68.5
33,20,1.7,67.5
33,20,2.2,63.5
31,19,2.1,63
32,21,2.5,69
32,22,3,72
32,22,2.8,71
35,22,2.1,67
33,22,2.3,70.5
33,21,1.9,66.5
28,20,1.9,66
28,20,3,54.5
22,20,3.7,61.5
28,21,6.2,70
30,23,5.2,74.5
30,22,3.5,77
32,22,2.9,75.5
34,21,2.7,64
33,21,1.5,68
34,22,1.7,64.5
31,22,2.2,70
30,21,3.2,71
32,19,2.9,63.5
33,18,3,55.5
33,19,3,59
32,20,2.9,59.5
32,18,3,59
31,17,3.3,59.5
31,18,3.6,70
30,20,3.6,75.5
34,21,2,72
35,21,1.6,68
35,22,1.8,67
35,21,1.2,64.5
34,21,1.6,68
32,21,1.7,68.5
30,20,2.6,72
30,19,2.6,69.5
30,19,3.1,70.5
32,19,3.7,66.5
33,19,2.9,63.5
33,19,2.1,65.5
32,17,1.9,62
32,16,1.6,59.5
32,15,1.4,60
33,16,1.5,61.5
33,17,1.4,65.5
33,18,1.3,67.5
33,17,1.4,67
34,17,1.8,64
33,18,1.7,68.5
33,18,1.8,69
33,18,1.9,69.5
32,19,2.1,71.5
31,19,2.4,72
31,19,2.4,69
34,19,2.9,65
34,18,3.1,62
34,18,3,60.5
34,18,3.1,60
34,17,2.6,58
36,17,2.2,57
37,18,2,56.5
36,19,3.8,60.5
34,19,4,63
37,19,2.9,57.5
34,20,2.3,55
38,19,2.4,54
37,19,2.3,57
